15178,63.53994208,60.47926709,0.814560776
15180,65.65391227,107.8975049,-0.903816719
15180-X,65.65700844,107.908535,-0.897487489
15182,65.65774544,90.96679932,-0.892773622
15181,65.94281183,100.453396,-0.866891355
15173,81.76255925,140.5573205,0.067678318
T1064,82.40575988,100.5160872,-1.798503039
N20,83.86842024,135.1665377,-1.798667482
SG25,87.39597859,70.50701795,-1.824149397
T1065,87.40824866,100.5158688,-1.807159784
G25,87.42620487,130.5285965,-1.80848058
N25,87.93053746,135.1703673,-1.804048097
15172,88.14538494,140.5435865,0.007765557
15177,88.47341663,60.53885238,-0.155174809
S25,88.79204265,64.03924632,-1.864956371
15176,91.72560078,59.31306742,-0.206254832
S30,91.88109566,64.06465721,-1.874706265
N30,92.26175047,135.209877,-1.798379103
SG30,92.3934543,70.50492931,-1.817736134
T1066,92.40866264,100.5147258,-1.814018042
G30,92.42570861,130.5178258,-1.805996415
15171,94.17782097,140.5326781,0.230278988
T1060,97.10421197,109.0656155,-1.819264216
15175,97.22479942,60.53027363,-0.31452158
SG35,97.39230996,70.50289653,-1.823427523
T1061,97.40953671,100.5150467,-1.823201215
G35-X,97.41542912,130.5221639,-1.815763886
G35,97.41631419,130.5224859,-1.814006295
N35,97.53047375,135.1866177,-1.804738467
T1062,97.90925624,93.37005814,-1.795585669
15170-X,98.71184766,140.9626183,-0.105164167
15170,98.7205774,140.9639938,-0.101308296
16026,99.09193162,141.6764294,12.56996682
16027,99.09361103,141.8543916,12.58421586
15422,99.16010648,59.45284874,12.5347902
15421,99.16106288,59.29345296,12.53837934
15423,99.23319243,59.17251178,12.53942748
T1063,99.48094411,84.42341198,-1.016277875
T1059,99.51330003,115.2925322,-0.89584596
T1106,99.84704086,83.86156545,-0.86623124
T1056,99.90887768,116.2221035,-0.950154049
S35,100.0243466,64.06118738,-1.882171829
15174,100.7485123,60.51781608,-0.234570508
15184,102.3932501,60.5128899,-0.305424704
SG40,102.3963119,70.49765436,-1.813135609
T1067,102.4191527,100.5098035,-1.824814355
G40,102.4279073,130.5177508,-1.803648614
G40-X,102.4279735,130.51827,-1.818816736
N40,102.5908304,136.8158491,-1.784719776
S40,103.2947945,64.08033957,-1.86962836
T1107,104.6371706,83.87733564,-0.961217267
15183,105.3914101,60.51648783,-0.25590056
15169,106.0627969,140.5014985,-0.187701998
T1055,106.2157517,116.1934559,-0.950578166
S45,106.6797031,62.02881926,-1.880984591
SG45,107.3984839,70.50019646,-1.812129715
G45,107.4281924,130.5125289,-1.795324925
N45,108.0364985,137.1068769,-1.813935634
15168-X,108.9106399,141.7062073,0.131610272
15168,108.9200002,141.7042544,0.132839768
15236,109.5433065,60.51966574,-0.329002748
T1108,109.8331549,83.87131701,-0.918834994
T1054,111.5617221,116.1378971,-0.913529426
S50-X,111.6393271,63.77628985,-1.867516523
S50,111.6394493,63.78290321,-1.873204969
17011,112.2005584,49.43333901,12.22619758
SG50,112.3974382,70.50547368,-1.798958271
G50,112.4328438,130.5077382,-1.808648002
15416,112.504025,149.4253586,12.43515853
15417,112.7492905,142.2898887,12.04490236
15240,113.4259508,60.51422064,-0.305228348
N50,113.9771953,137.0767725,-1.832190196
N50-X,113.980392,137.0767122,-1.817206374
T1109,115.6381983,83.80974134,-1.066049221
15415,115.8421644,161.03844,11.17440282
S55,115.8549841,63.69190495,-1.860150106
4733,115.9187691,153.9528448,11.62954306
T1053,116.0947721,116.1680997,-0.923438029
15160,117.3844863,140.5285221,-0.29255457
G55,117.4365946,130.5100196,-1.807187113
N55,118.2267032,138.2017595,-1.855045809
15418,119.0615108,142.2372979,11.98279424
15237,119.9146031,60.5045947,-0.244193789
T1052,120.8038001,116.1937812,-0.971603819
T1110,121.2381594,83.81830118,-0.951036253
15159,121.5350472,140.5261871,-0.300861447
N60,122.1950548,138.1898447,-1.858827462
T1058,122.2337953,105.2520713,-0.900272925
T1057,122.2452551,111.6933506,-0.873837542
T1111,122.2520389,80.792725,-0.918126948
T1051,122.2724902,121.3817174,-1.060377008
SG60,122.3935494,70.48901333,-1.805196599
15238,122.4267348,60.51036539,0.114701364
G60,122.4325584,130.4914943,-1.799126118
T1112,122.4852501,76.53850585,-0.864222933
15414,122.8028595,161.2622905,11.14292081
S60-X,123.5027358,61.92585778,-1.887677604
S60,123.5036418,61.92843386,-1.882315041
15419,125.4366931,142.264157,11.95429489
T1113,125.6993596,75.42855167,-0.841317793
15413,125.7019961,161.2342447,11.12930914
T1050,125.7332972,124.5892022,-0.899003048
15239,127.0290857,60.50972195,-0.347033254
SG65,127.395938,70.49899694,-1.808495107
G65,127.4391408,130.5077207,-1.807770463
N65,127.5024858,139.0799681,-1.86813608
S65,127.7385689,61.9820633,-1.889764433
15166,128.054448,124.7930755,-0.006560405
15420,128.3191525,142.2511791,11.94834079
15158,129.590508,140.5267648,-0.33380875
15408,129.7327613,161.2376001,11.1144201
15426,131.9743721,59.15785695,12.47741773
15424,131.9851758,59.53291159,12.50409893
15425,132.0302822,59.33680797,12.45063536
15179,132.1451729,141.9866242,12.49533917
15412,132.2094237,142.0026493,12.45805492
S70,132.2758981,61.96900784,-1.87442797
15449,132.3133066,43.6762067,11.07550049
N70,132.3866778,139.0878548,-1.870989869
SG70,132.3950609,70.48597127,-1.810356277
G70,132.4314236,130.5061062,-1.806999578
T1049,132.7403655,126.4012239,-0.984786865
15428,132.7721579,59.31762045,12.45152782
15427,132.8335393,59.1426093,12.44661925
15429,132.8336845,59.51745877,12.48332405
15411,132.8404964,142.010189,12.45835064
T1114,132.8887206,73.56674502,-0.919998796
15245,132.8974637,60.50748832,-0.306621667
15157,132.9237374,140.5227444,-0.302897819
15410,132.95207,141.9931115,12.33955903
15409,132.9815183,141.6155318,12.30233196
T2014,133.2434343,69.9768716,19.51307869
T2013,133.4693256,69.97616482,19.46162446
T2015,133.4725817,69.97634808,21.17882318
15165,133.6624982,126.4509664,0.007687841
15407,133.6841892,161.2464553,11.09961556
R4,133.6932876,69.98151349,14.58591651
R5,133.7989072,69.98163198,14.57976028
T2016,133.8208139,69.97552731,21.15176079
T2006,133.9613879,130.0262609,15.14745979
T2007,133.9963733,130.0261239,15.25904123
R6,134.2065099,69.97315511,22.63372937
R7,134.2894179,69.9724275,22.61974947
FR44P.1,135.2751326,126.7635542,0.05548514
T1048,135.3873754,126.5692732,-0.843887492
FR44L.48,135.876986,100.0106435,-0.027546212
FR44L.50,136.0916942,74.32351788,-0.011519359
FR44L.46,136.0958671,125.7142943,6.55E-04
16025,136.1133665,60.49881685,-1.256787125
FR44L.47,136.1198262,112.6047628,-0.025334886
FR44L.49,136.140452,87.4179038,-0.022675842
FR44S.3,136.2558217,73.35261121,0.022375061
FR44CL.2,136.2720972,99.99999994,-0.026286549
17008,136.5553842,144.3642228,12.52930313
17007,136.5572454,143.9057075,12.51257121
16023,136.5704411,73.62730534,-0.002007311
16024,136.7599759,60.50995005,-0.510761315
S75,136.8591161,61.91801355,-1.877049332
15450,137.0086282,43.63776328,11.06155968
15465,137.0466245,35.69809119,13.24897834
15164,137.1051319,126.3942461,0.013219901
SG75,137.3934328,70.48286722,-1.807280026
G75,137.4294073,130.5016997,-1.800212021
N75,137.605466,139.1266452,-1.873988185
T1047,137.6364356,126.5132459,-0.884008265
T1115,137.6864833,73.45249713,-0.877843502
15246,137.723778,70.02201301,0.430794911
15163,137.7237961,129.9788638,0.434585993
15406,138.1673228,161.2322723,11.08145192
15156,138.3000632,140.5255169,-0.127312824
15244,138.5305914,60.50119961,-0.411194339
15464,139.1161873,35.69687464,13.27666965
15463,140.264185,36.53553319,13.16608112
15462,140.6791293,35.15063376,13.07814592
R10,140.954984,56.65496441,12.89387618
R11,141.0282423,56.65415562,12.89532889
17010,141.0964665,57.09240998,12.83534944
17009,141.098592,56.90212692,12.83442338
15151,141.177087,125.9518551,0.003133771
N80,141.4307658,139.361288,-1.89501959
15150,141.5466955,140.5261351,-0.305891314
15451,142.2606229,43.65721045,11.04649268
SG80,142.3889135,70.48370265,-1.816005779
G80,142.4340423,130.5022664,-1.806603002
S80,142.7313331,61.87212058,-1.877381299
15405,142.7787922,161.2153896,11.06725658
15243,142.8604023,60.50744099,-0.307912831
T1046,143.2512848,126.164828,-0.873464698
T1116,143.2638409,73.81060431,-0.896272448
15162,143.3729648,129.9768466,0.423400164
15247,143.3738242,70.02403238,0.42025763
15461,143.9418394,35.16215257,13.15925989
15152,144.7092321,125.9575548,-0.012748932
15453,146.5765036,43.67676013,11.02981778
15404,147.0233986,161.2281054,11.05322785
SG85,147.4056504,70.47310864,-1.818262466
G85,147.4296362,130.4935178,-1.804868405
15242,147.5692071,60.50177942,-0.47108791
15149,147.7103755,140.521004,-0.216324715
S85,147.7661429,61.88135609,-1.880655257
N85,147.8292581,139.1625762,-1.89480652
15153,147.8351973,125.9811369,-0.00940407
T1117,148.8956382,73.79435699,-0.848052025
T1045,148.9830842,126.1890188,-0.882770076
15248,149.021328,70.02750738,0.411396204
